common_conversions/felt_roundtrip	31.06057039961372
common_conversions/u256_roundtrip_large	15.880949225892087
common_conversions/u256_roundtrip_small	14.74203029234961
decoder_context/decode_batch_mixed_256	74392.18229166666
decoder_context/decode_event_explicit_mapping	210.4737466679287
decoder_context/decode_event_fallback_all_decoders	255.68427732736933
decoder_context/decode_event_registry_mapping	239.62303776196126
decoder_throughput/erc1155_transfer_single_decode	486.824702871668
decoder_throughput/erc20_decode_batch_256	133179.0506854257
decoder_throughput/erc20_transfer_decode	420.71325312718307
decoder_throughput/erc721_transfer_decode	461.40757815030776
engine_db_core/get_block_timestamp_single	6936.859775039417
engine_db_core/get_block_timestamps_128	73537.30335623451
engine_db_core/get_contract_decoders	7084.879544700889
engine_db_core/get_extractor_state	7090.374223946785
engine_db_core/insert_block_timestamps/128	1715971.9320987654
engine_db_core/insert_block_timestamps/2048	24993522.507692307
engine_db_core/insert_block_timestamps/32	445804.5833333334
engine_db_core/insert_block_timestamps/512	6395131.909090909
engine_db_core/set_contract_decoders	7840.405886016817
engine_db_core/set_extractor_state_upsert	8404.144283432222
erc20_storage/get_transfers_filtered_token	70965.08642286675
erc20_storage/get_transfers_filtered_wallet	21627.467446374525
erc20_storage/insert_transfers_batch/100	5617126.630952381
erc20_storage/insert_transfers_batch/1000	13959020.63095238
erc20_storage/insert_transfers_batch/5000	56481427.833333336
etl_envelope/envelope_create	65.74029048916148
etl_envelope/envelope_downcast	2.2573749141027957
extractor_retry_policy/execute_success_aggressive	2.3215791768380085
extractor_retry_policy/execute_success_no_retry	2.3240454157389654
grpc_subscription_manager/update_subscriptions_1_topic	129.5167531931396
grpc_subscription_manager/update_subscriptions_3_topics	196.7975194433074
http_core/create_http_router	1298.2157263559552
http_core/health_endpoint_oneshot	688.5305063601327
sink_fanout/multi_sink_process/1	603.1673008150366
sink_fanout/multi_sink_process/4	2381.9183860614394
sink_fanout/multi_sink_process/8	4735.602716322517
